feature,importance
out__audio_topic_shift__mean,0.009601171758070844
out__overlay_prob__q25,0.009447107561424096
out__cumulative_info__std,0.009124442579049484
out__ad_density_percent__trend,0.008674778562587637
out__depth_mean__mean,0.007762205089464265
out__ekman_sadness__std,0.00768801457982738
out__audio_topic_shift__median,0.004902578664577509
channel_subscribers,0.0
linguistic__technical_term_density,0.0
out__speaker_prob__min,0.0
out__text_prob__min,0.0
out__motion_speed__min,0.0
out__edit_pace__min,0.0
out__edit_pace__median,0.0
out__edit_pace__q25,0.0
out__edit_pace__q75,0.0
out__scene_novelty__min,0.0
out__overlay_prob__min,0.0
out__bumper_score__min,0.0
out__bumper_score__median,0.0
out__bumper_score__q25,0.0
out__bumper_score__q75,0.0
out__flow_mag_med__min,0.0
out__radial_ratio__min,0.0
out__centroid__min,0.0
out__rolloff__min,0.0
out__pause_rate__min,0.0
out__pause_rate__q25,0.0
out__speech_rate_cv__min,0.0
out__beat_sync__min,0.0
out__beat_sync__median,0.0
out__beat_sync__q25,0.0
out__beat_sync__q75,0.0
out__beat_sync_ratio__min,0.0
out__beat_sync_ratio__median,0.0
out__beat_sync_ratio__q25,0.0
out__beat_sync_ratio__q75,0.0
out__wps__min,0.0
out__viewer_address__min,0.0
out__viewer_address__median,0.0
out__viewer_address__q25,0.0
out__viewer_address__q75,0.0
out__crutch_cnt__min,0.0
out__crutch_cnt__median,0.0
out__crutch_cnt__q25,0.0
out__is_ad__min,0.0
out__is_ad__median,0.0
out__is_ad__q25,0.0
out__is_ad__q75,0.0
out__ad_segment_length__min,0.0
out__ad_segment_length__median,0.0
out__ad_segment_length__q25,0.0
out__ad_segment_length__q75,0.0
out__n_ad_segments__std,0.0
out__hook_similarity__min,0.0
out__segment_self_similarity__min,0.0
out__semantic_novelty__min,0.0
out__hook_has_address__std,0.0
out__is_question__min,0.0
out__is_question__median,0.0
out__is_question__q25,0.0
out__is_question__q75,0.0
out__chapter_id__min,0.0
out__n_chapters__std,0.0
out__topic_change_rate__min,0.0
out__topic_change_rate__q25,0.0
out__curiosity_gap__min,0.0
out__curiosity_gap__median,0.0
out__curiosity_gap__q25,0.0
out__curiosity_gap__q75,0.0
out__storytelling__min,0.0
out__storytelling__q25,0.0
out__viewer_engagement__min,0.0
out__has_example__min,0.0
out__has_example__q25,0.0
out__is_intro__min,0.0
out__is_intro__median,0.0
out__is_intro__q25,0.0
out__is_intro__q75,0.0
out__is_outro__min,0.0
out__is_outro__median,0.0
out__is_outro__q25,0.0
out__is_outro__q75,0.0
out__visual_momentum__min,0.0
out__object_count__min,0.0
out__unique_classes__min,0.0
out__audio_momentum__min,0.0
out__edit_pace_x_screencast__min,0.0
out__edit_pace_x_screencast__median,0.0
out__edit_pace_x_screencast__q25,0.0
out__edit_pace_x_screencast__q75,0.0
out__is_ad_x_viewer_address__min,0.0
out__is_ad_x_viewer_address__median,0.0
out__is_ad_x_viewer_address__q25,0.0
out__is_ad_x_viewer_address__q75,0.0
out__question_density__min,0.0
out__question_density__q25,0.0
out__ekman_excitement__min,0.0
out__ekman_excitement__median,0.0
out__ekman_excitement__q25,0.0
out__ekman_excitement__q75,0.0
out__ekman_sadness__min,0.0
out__ekman_sadness__median,0.0
out__ekman_sadness__q25,0.0
out__ekman_sadness__q75,0.0
out__ekman_neutral__min,0.0
